time,x1,x2,x3,x4,x5,x6
10.000,0.79640557,0.7999320514,0.800267507,0.7999659904,0.800113309,0.8003631130000001
10.050,0.79532754,0.8000288719,0.80031518,0.8000138195000001,0.800113309,0.8003631130000001
10.100,0.7941515100000001,0.8000288719,0.800267507,0.7999659904,0.8000208649,0.8002645540000001
10.150,0.7928284800000001,0.8000288719,0.80031518,0.8000138195000001,0.8000670871000001,0.800313833
10.200,0.79130944,0.8000288719,0.8003628530000001,0.8000616485,0.8000670871000001,0.8002645540000001
10.250,0.7899864000000001,0.8000288719,0.8004105260000001,0.7999659904,0.8000670871000001,0.800313833
10.300,0.7889574,0.7999804616,0.8004581980000001,0.7999659904,0.800159532,0.8002645540000001
10.350,0.7878794,0.8000772821000001,0.8004105260000001,0.8000616485,0.800113309,0.800313833
10.400,0.7868013,0.800174103,0.8004105260000001,0.8000138195000001,0.800113309,0.8003631130000001
10.450,0.7858703,0.800270923,0.8004105260000001,0.8000138195000001,0.800205754,0.800313833
10.500,0.7852823,0.800222513,0.8003628530000001,0.8000138195000001,0.800113309,0.8002645540000001
10.550,0.7851353000000001,0.800270923,0.8004105260000001,0.7999659904,0.800113309,0.8002645540000001
10.600,0.7851353000000001,0.800270923,0.8004105260000001,0.7999659904,0.800159532,0.8002645540000001
10.650,0.7853803,0.800270923,0.8004581980000001,0.8000616485,0.800159532,0.800313833
10.700,0.7858213000000001,0.800319333,0.80031518,0.8000138195000001,0.800205754,0.800215274
10.750,0.7870463000000001,0.800464564,0.8004105260000001,0.8000138195000001,0.800159532,0.8002645540000001
10.800,0.7884184000000001,0.800464564,0.8003628530000001,0.8000138195000001,0.800159532,0.800313833
10.850,0.79018241,0.8005129740000001,0.8003628530000001,0.8000616485,0.800159532,0.8002645540000001
10.900,0.7920444600000001,0.8005129740000001,0.80031518,0.8000616485,0.800113309,0.8002645540000001
10.950,0.79444552,0.8006582050000001,0.8003628530000001,0.8000616485,0.800159532,0.800313833
11.000,0.7972385900000001,0.8006097950000001,0.80031518,0.8000616485,0.800113309,0.8002645540000001
11.050,0.800129661,0.800755026,0.8003628530000001,0.8001094780000001,0.800159532,0.800313833
11.100,0.8030207300000001,0.800706616,0.80031518,0.8001094780000001,0.800113309,0.8002645540000001
11.150,0.8056178,0.800851846,0.80031518,0.8000616485,0.800159532,0.8002645540000001
11.200,0.80875388,0.800851846,0.800267507,0.8001094780000001,0.800113309,0.800215274
11.250,0.8116449,0.800948667,0.800267507,0.8000616485,0.800113309,0.8002645540000001
11.300,0.8147810000000001,0.800948667,0.800267507,0.8000616485,0.800113309,0.8002645540000001
11.350,0.8175251,0.800948667,0.80031518,0.8001094780000001,0.800159532,0.800313833
11.400,0.8193871,0.800997077,0.80031518,0.8000616485,0.8000670871000001,0.800313833
11.450,0.8212002,0.8010939,0.800267507,0.8000138195000001,0.800113309,0.8002645540000001
11.500,0.8227682000000001,0.8010939,0.800267507,0.7999659904,0.8000670871000001,0.8002645540000001
11.550,0.8235032,0.80104549,0.8003628530000001,0.7999659904,0.8000670871000001,0.8003631130000001
11.600,0.8236993,0.800997077,0.80031518,0.8001094780000001,0.8000208649,0.8002645540000001
11.650,0.8237483000000001,0.800948667,0.80031518,0.8000616485,0.8000670871000001,0.8002645540000001
11.700,0.8233562000000001,0.800948667,0.80031518,0.8001094780000001,0.8000670871000001,0.800215274
11.750,0.8221312000000001,0.800851846,0.8003628530000001,0.8000616485,0.7999746426000001,0.800313833
11.800,0.8209552,0.800755026,0.8003628530000001,0.8001094780000001,0.8000670871000001,0.8002645540000001
11.850,0.8193381000000001,0.8006097950000001,0.8003628530000001,0.8001573070000001,0.8000208649,0.800313833
11.900,0.8173291,0.800367744,0.80031518,0.8001094780000001,0.7999746426000001,0.800313833
11.950,0.815369,0.8000772821000001,0.80031518,0.8000616485,0.8000670871000001,0.8002645540000001
12.000,0.8133600000000001,0.7998836410000001,0.800267507,0.8001094780000001,0.8000670871000001,0.800313833
12.050,0.8111549,0.79959318,0.800267507,0.8001094780000001,0.8000670871000001,0.800313833
12.100,0.80894988,0.7993027180000001,0.80031518,0.8002051360000001,0.800113309,0.800313833
12.150,0.80694083,0.79891544,0.800219835,0.8001094780000001,0.8000208649,0.800313833
12.200,0.80502978,0.79843133,0.800267507,0.8001094780000001,0.800113309,0.800412392
12.250,0.80292273,0.79799564,0.800267507,0.8001573070000001,0.8000208649,0.8003631130000001
12.300,0.8009626820000001,0.79751154,0.80031518,0.8001573070000001,0.800113309,0.800313833
12.350,0.799100636,0.79697903,0.800267507,0.8001573070000001,0.800113309,0.800313833
12.400,0.79728759,0.79644651,0.800267507,0.8001573070000001,0.800113309,0.800313833
12.450,0.79537654,0.79586559,0.800267507,0.8000616485,0.800113309,0.8002645540000001
12.500,0.7933184900000001,0.79533308,0.800267507,0.8001573070000001,0.800113309,0.8002645540000001
12.550,0.79145644,0.79475215,0.80031518,0.8002529650000001,0.8000670871000001,0.8002645540000001
12.600,0.79003541,0.79421964,0.8003628530000001,0.8001573070000001,0.800113309,0.8002645540000001
12.650,0.7885654000000001,0.79363872,0.80031518,0.8001573070000001,0.8000670871000001,0.800313833
12.700,0.7869973,0.79315462,0.8004105260000001,0.8001094780000001,0.8000670871000001,0.800215274
12.750,0.7855763,0.79267051,0.80031518,0.8001094780000001,0.8000208649,0.8003631130000001
12.800,0.7844003,0.79233164,0.8003628530000001,0.8001094780000001,0.8000670871000001,0.800313833
12.850,0.7834692000000001,0.79194436,0.80031518,0.8001094780000001,0.7999746426000001,0.800313833
12.900,0.7826362,0.79170231,0.8003628530000001,0.8000616485,0.7999746426000001,0.800313833
12.950,0.7818032,0.79150867,0.800267507,0.8000138195000001,0.7999746426000001,0.800313833
13.000,0.7813622,0.79146026,0.8003628530000001,0.8000616485,0.8000208649,0.800313833
13.050,0.7811662,0.79146026,0.8003628530000001,0.8000138195000001,0.8000208649,0.800313833
13.100,0.7812152,0.79175072,0.8004105260000001,0.8001094780000001,0.800113309,0.800313833
13.150,0.7813622,0.792138,0.80031518,0.7999659904,0.8000208649,0.8002645540000001
13.200,0.7816562,0.79267051,0.8003628530000001,0.8000616485,0.800113309,0.8003631130000001
13.250,0.7818522,0.79334826,0.8003628530000001,0.8000616485,0.8000670871000001,0.8002645540000001
13.300,0.7824892,0.79421964,0.8004105260000001,0.8001094780000001,0.800159532,0.8003631130000001
13.350,0.7833222000000001,0.79523626,0.800267507,0.8001094780000001,0.8000670871000001,0.8002645540000001
13.400,0.7846943000000001,0.79649492,0.8003628530000001,0.8000138195000001,0.8000670871000001,0.800313833
13.450,0.7861153000000001,0.797802,0.800219835,0.8001094780000001,0.8000208649,0.8002645540000001
13.500,0.7877814000000001,0.799447949,0.80031518,0.8000616485,0.8000670871000001,0.800313833
13.550,0.7895944,0.80114231,0.800267507,0.8000138195000001,0.7999746426000001,0.8002645540000001
13.600,0.79170145,0.8029819,0.8003628530000001,0.8001094780000001,0.8000670871000001,0.8002645540000001
13.650,0.7937595000000001,0.80453103,0.80031518,0.8000138195000001,0.7999746426000001,0.800313833
13.700,0.7958665500000001,0.80637062,0.8003628530000001,0.8001094780000001,0.8000670871000001,0.800313833
13.750,0.79792461,0.80840385,0.80031518,0.8000616485,0.7999746426000001,0.800313833
13.800,0.800374667,0.8106791000000001,0.8003628530000001,0.8001573070000001,0.800113309,0.8003631130000001
